InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536449,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2024-07-06 17:44:00,3.39,12076.0,United Kingdom
536450,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2024-11-01 12:29:00,2.95,12041.0,United Kingdom
536451,22632,HAND WARMER RED POLKA DOT,7,2024-11-03 17:03:00,1.85,12069.0,United Kingdom
536451,22633,HAND WARMER UNION JACK,4,2024-11-03 17:03:00,1.85,12069.0,United Kingdom
536452,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2024-04-24 08:44:00,4.25,12058.0,EIRE
536453,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2024-11-08 12:22:00,3.39,12056.0,France
536454,71053,WHITE METAL LANTERN,19,2024-02-13 14:21:00,3.39,12053.0,United Kingdom
536454,21730,GLASS STAR FROSTED T-LIGHT HOLDER,15,2024-02-13 14:21:00,4.25,12053.0,United Kingdom
536454,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2024-02-13 14:21:00,4.25,12053.0,United Kingdom
536454,23298,SPOTTY BUNTING,14,2024-02-13 14:21:00,4.95,12053.0,United Kingdom
536454,84406B,CREAM CUPID HEARTS COAT HANGER,14,2024-02-13 14:21:00,2.75,12053.0,United Kingdom
536455,22423,REGENCY CAKESTAND 3 TIER,4,2024-05-21 19:38:00,12.75,12060.0,United Kingdom
536456,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2024-07-10 13:09:00,4.25,12060.0,France
536457,22720,SET OF 3 CAKE TINS PANTRY DESIGN,19,2024-12-27 19:33:00,4.95,12073.0,United Kingdom
536457,85099B,JUMBO BAG RED RETROSPOT,3,2024-12-27 19:33:00,1.95,12073.0,United Kingdom
536457,22633,HAND WARMER UNION JACK,9,2024-12-27 19:33:00,1.85,12073.0,United Kingdom
536457,22720,SET OF 3 CAKE TINS PANTRY DESIGN,8,2024-12-27 19:33:00,4.95,12073.0,United Kingdom
536457,84029E,RED WOOLLY HOTTIE WHITE HEART,2,2024-12-27 19:33:00,3.39,12073.0,United Kingdom
536458,23203,JUMBO BAG DOILEY PATTERNS,3,2024-10-02 08:26:00,1.95,12066.0,United Kingdom
536458,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2024-10-02 08:26:00,3.39,12066.0,United Kingdom
536458,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2024-10-02 08:26:00,3.39,12066.0,United Kingdom
536459,84406B,CREAM CUPID HEARTS COAT HANGER,10,2024-01-17 15:13:00,2.75,12075.0,United Kingdom
536459,47566,PARTY BUNTING,12,2024-01-17 15:13:00,4.65,12075.0,United Kingdom
536460,22720,SET OF 3 CAKE TINS PANTRY DESIGN,17,2024-06-29 08:05:00,4.95,12057.0,United Kingdom
536460,22720,SET OF 3 CAKE TINS PANTRY DESIGN,13,2024-06-29 08:05:00,4.95,12057.0,United Kingdom
536461,85099B,JUMBO BAG RED RETROSPOT,2,2024-08-24 12:40:00,1.95,12044.0,Germany
536461,22423,REGENCY CAKESTAND 3 TIER,7,2024-08-24 12:40:00,12.75,12044.0,Germany
536461,23298,SPOTTY BUNTING,11,2024-08-24 12:40:00,4.95,12044.0,Germany
536461,23203,JUMBO BAG DOILEY PATTERNS,7,2024-08-24 12:40:00,1.95,12044.0,Germany
536462,22423,REGENCY CAKESTAND 3 TIER,17,2024-11-04 11:28:00,12.75,12074.0,United Kingdom
536462,22752,SET 7 BABUSHKA NESTING BOXES,10,2024-11-04 11:28:00,7.65,12074.0,United Kingdom
536462,21730,GLASS STAR FROSTED T-LIGHT HOLDER,18,2024-11-04 11:28:00,4.25,12074.0,United Kingdom
536462,84029E,RED WOOLLY HOTTIE WHITE HEART,12,2024-11-04 11:28:00,3.39,12074.0,United Kingdom
536463,22720,SET OF 3 CAKE TINS PANTRY DESIGN,11,2024-11-06 12:20:00,4.95,12009.0,United Kingdom
536463,22633,HAND WARMER UNION JACK,2,2024-11-06 12:20:00,1.85,12009.0,United Kingdom
536463,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2024-11-06 12:20:00,2.95,12009.0,United Kingdom
536464,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2024-11-30 15:37:00,2.95,12079.0,United Kingdom
536465,22423,REGENCY CAKESTAND 3 TIER,9,2024-03-10 11:01:00,12.75,12025.0,United Kingdom
536465,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2024-03-10 11:01:00,4.25,12025.0,United Kingdom
536465,84406B,CREAM CUPID HEARTS COAT HANGER,12,2024-03-10 11:01:00,2.75,12025.0,United Kingdom
536465,22632,HAND WARMER RED POLKA DOT,1,2024-03-10 11:01:00,1.85,12025.0,United Kingdom
536465,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2024-03-10 11:01:00,4.25,12025.0,United Kingdom
536466,22720,SET OF 3 CAKE TINS PANTRY DESIGN,12,2024-09-13 14:38:00,4.95,12013.0,France
536466,23203,JUMBO BAG DOILEY PATTERNS,10,2024-09-13 14:38:00,1.95,12013.0,France
536466,47566,PARTY BUNTING,15,2024-09-13 14:38:00,4.65,12013.0,France
536466,85099B,JUMBO BAG RED RETROSPOT,18,2024-09-13 14:38:00,1.95,12013.0,France
536466,22633,HAND WARMER UNION JACK,14,2024-09-13 14:38:00,1.85,12013.0,France
536467,71053,WHITE METAL LANTERN,3,2024-12-17 15:46:00,3.39,12022.0,United Kingdom
536467,22633,HAND WARMER UNION JACK,14,2024-12-17 15:46:00,1.85,12022.0,United Kingdom
536467,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,2024-12-17 15:46:00,4.95,12022.0,United Kingdom
536467,85099B,JUMBO BAG RED RETROSPOT,11,2024-12-17 15:46:00,1.95,12022.0,United Kingdom
536467,47566,PARTY BUNTING,13,2024-12-17 15:46:00,4.65,12022.0,United Kingdom
536468,22720,SET OF 3 CAKE TINS PANTRY DESIGN,14,2024-12-19 09:59:00,4.95,12033.0,United Kingdom
536468,47566,PARTY BUNTING,15,2024-12-19 09:59:00,4.65,12033.0,United Kingdom
536469,22633,HAND WARMER UNION JACK,15,2024-05-06 08:07:00,1.85,12050.0,United Kingdom
536470,84029E,RED WOOLLY HOTTIE WHITE HEART,19,2024-06-27 18:59:00,3.39,12077.0,EIRE
536470,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2024-06-27 18:59:00,3.39,12077.0,EIRE
536470,71053,WHITE METAL LANTERN,16,2024-06-27 18:59:00,3.39,12077.0,EIRE
536471,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2024-01-31 10:33:00,3.39,12051.0,United Kingdom
536471,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2024-01-31 10:33:00,4.25,12051.0,United Kingdom
536471,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2024-01-31 10:33:00,3.39,12051.0,United Kingdom
536471,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2024-01-31 10:33:00,2.95,12051.0,United Kingdom
536471,47566,PARTY BUNTING,1,2024-01-31 10:33:00,4.65,12051.0,United Kingdom
536472,85099B,JUMBO BAG RED RETROSPOT,15,2024-02-09 19:40:00,1.95,12029.0,Germany
536472,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2024-02-09 19:40:00,2.95,12029.0,Germany
536472,23298,SPOTTY BUNTING,15,2024-02-09 19:40:00,4.95,12029.0,Germany
536472,22752,SET 7 BABUSHKA NESTING BOXES,16,2024-02-09 19:40:00,7.65,12029.0,Germany
536473,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2024-01-18 18:14:00,3.39,12030.0,United Kingdom
536473,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2024-01-18 18:14:00,4.25,12030.0,United Kingdom
536473,47566,PARTY BUNTING,10,2024-01-18 18:14:00,4.65,12030.0,United Kingdom
536473,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,2024-01-18 18:14:00,3.39,12030.0,United Kingdom
536474,85099B,JUMBO BAG RED RETROSPOT,13,2024-01-11 17:24:00,1.95,12042.0,France
536474,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2024-01-11 17:24:00,3.39,12042.0,France
536474,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,2024-01-11 17:24:00,4.25,12042.0,France
536474,22633,HAND WARMER UNION JACK,7,2024-01-11 17:24:00,1.85,12042.0,France
536474,23298,SPOTTY BUNTING,17,2024-01-11 17:24:00,4.95,12042.0,France
536475,71053,WHITE METAL LANTERN,6,2024-04-19 16:35:00,3.39,12072.0,United Kingdom
536475,22632,HAND WARMER RED POLKA DOT,17,2024-04-19 16:35:00,1.85,12072.0,United Kingdom
536476,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,2024-03-09 16:05:00,4.25,12069.0,France
536476,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,2024-03-09 16:05:00,4.25,12069.0,France
536477,22632,HAND WARMER RED POLKA DOT,3,2024-12-30 15:17:00,1.85,12042.0,Germany
536477,71053,WHITE METAL LANTERN,11,2024-12-30 15:17:00,3.39,12042.0,Germany
536477,84406B,CREAM CUPID HEARTS COAT HANGER,19,2024-12-30 15:17:00,2.75,12042.0,Germany
536478,22633,HAND WARMER UNION JACK,18,2024-09-12 16:35:00,1.85,12068.0,United Kingdom
536478,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2024-09-12 16:35:00,3.39,12068.0,United Kingdom
536479,22752,SET 7 BABUSHKA NESTING BOXES,4,2024-02-19 09:21:00,7.65,12027.0,United Kingdom
536480,23203,JUMBO BAG DOILEY PATTERNS,7,2024-01-07 11:27:00,1.95,12044.0,Spain
536480,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2024-01-07 11:27:00,4.25,12044.0,Spain
536480,23203,JUMBO BAG DOILEY PATTERNS,19,2024-01-07 11:27:00,1.95,12044.0,Spain
536480,47566,PARTY BUNTING,15,2024-01-07 11:27:00,4.65,12044.0,Spain
536481,22752,SET 7 BABUSHKA NESTING BOXES,5,2024-07-16 19:17:00,7.65,12040.0,United Kingdom
536481,22632,HAND WARMER RED POLKA DOT,7,2024-07-16 19:17:00,1.85,12040.0,United Kingdom
536481,23203,JUMBO BAG DOILEY PATTERNS,18,2024-07-16 19:17:00,1.95,12040.0,United Kingdom
536481,84029E,RED WOOLLY HOTTIE WHITE HEART,11,2024-07-16 19:17:00,3.39,12040.0,United Kingdom
536481,47566,PARTY BUNTING,15,2024-07-16 19:17:00,4.65,12040.0,United Kingdom
536482,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,2024-08-03 15:39:00,4.95,12017.0,United Kingdom
536482,84029E,RED WOOLLY HOTTIE WHITE HEART,7,2024-08-03 15:39:00,3.39,12017.0,United Kingdom
536483,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2024-02-26 12:52:00,2.95,12014.0,United Kingdom
536483,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2024-02-26 12:52:00,3.39,12014.0,United Kingdom
536484,47566,PARTY BUNTING,19,2024-10-13 15:26:00,4.65,12046.0,EIRE
536484,22632,HAND WARMER RED POLKA DOT,13,2024-10-13 15:26:00,1.85,12046.0,EIRE
536484,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2024-10-13 15:26:00,3.39,12046.0,EIRE
536485,84406B,CREAM CUPID HEARTS COAT HANGER,11,2024-11-25 11:47:00,2.75,12053.0,United Kingdom
536486,23298,SPOTTY BUNTING,10,2024-02-07 13:39:00,4.95,12025.0,United Kingdom
536486,47566,PARTY BUNTING,9,2024-02-07 13:39:00,4.65,12025.0,United Kingdom
536486,84406B,CREAM CUPID HEARTS COAT HANGER,1,2024-02-07 13:39:00,2.75,12025.0,United Kingdom
536486,47566,PARTY BUNTING,19,2024-02-07 13:39:00,4.65,12025.0,United Kingdom
536486,23298,SPOTTY BUNTING,2,2024-02-07 13:39:00,4.95,12025.0,United Kingdom
536487,47566,PARTY BUNTING,9,2024-01-15 08:14:00,4.65,12023.0,United Kingdom
536488,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2024-07-07 17:18:00,4.95,12021.0,United Kingdom
536489,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2024-05-20 17:03:00,4.25,12050.0,EIRE
536489,47566,PARTY BUNTING,6,2024-05-20 17:03:00,4.65,12050.0,EIRE
536489,22633,HAND WARMER UNION JACK,8,2024-05-20 17:03:00,1.85,12050.0,EIRE
536489,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2024-05-20 17:03:00,3.39,12050.0,EIRE
536490,84406B,CREAM CUPID HEARTS COAT HANGER,1,2024-01-01 11:06:00,2.75,12012.0,United Kingdom
536490,71053,WHITE METAL LANTERN,10,2024-01-01 11:06:00,3.39,12012.0,United Kingdom
536490,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2024-01-01 11:06:00,3.39,12012.0,United Kingdom
536490,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2024-01-01 11:06:00,2.95,12012.0,United Kingdom
536490,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2024-01-01 11:06:00,4.25,,United Kingdom
536491,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2024-10-11 13:50:00,3.39,12044.0,United Kingdom
536491,22632,HAND WARMER RED POLKA DOT,5,2024-10-11 13:50:00,1.85,12044.0,United Kingdom
536492,23298,SPOTTY BUNTING,7,2024-06-24 18:40:00,4.95,12073.0,United Kingdom
536492,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2024-06-24 18:40:00,3.39,12073.0,United Kingdom
536493,84406B,CREAM CUPID HEARTS COAT HANGER,3,2024-01-18 13:27:00,2.75,12038.0,EIRE
536493,85099B,JUMBO BAG RED RETROSPOT,1,2024-01-18 13:27:00,1.95,12038.0,EIRE
536493,84029E,RED WOOLLY HOTTIE WHITE HEART,3,2024-01-18 13:27:00,3.39,12038.0,EIRE
536493,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2024-01-18 13:27:00,2.95,12038.0,EIRE
536494,84406B,CREAM CUPID HEARTS COAT HANGER,3,2024-01-04 19:11:00,2.75,12007.0,Germany
536495,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,2024-08-14 13:14:00,3.39,12056.0,United Kingdom
536495,22423,REGENCY CAKESTAND 3 TIER,17,2024-08-14 13:14:00,12.75,12056.0,United Kingdom
536495,22633,HAND WARMER UNION JACK,1,2024-08-14 13:14:00,1.85,12056.0,United Kingdom
536496,23203,JUMBO BAG DOILEY PATTERNS,15,2024-11-07 14:37:00,1.95,12022.0,United Kingdom
536497,22632,HAND WARMER RED POLKA DOT,9,2024-11-08 11:15:00,1.85,12079.0,United Kingdom
536497,47566,PARTY BUNTING,12,2024-11-08 11:15:00,4.65,12079.0,United Kingdom
536497,23203,JUMBO BAG DOILEY PATTERNS,19,2024-11-08 11:15:00,1.95,12079.0,United Kingdom
536497,71053,WHITE METAL LANTERN,7,2024-11-08 11:15:00,3.39,12079.0,United Kingdom
536497,23298,SPOTTY BUNTING,16,2024-11-08 11:15:00,4.95,12079.0,United Kingdom
536498,84029E,RED WOOLLY HOTTIE WHITE HEART,5,2024-04-26 14:47:00,3.39,12011.0,United Kingdom
536498,22633,HAND WARMER UNION JACK,8,2024-04-26 14:47:00,1.85,12011.0,United Kingdom
536498,85099B,JUMBO BAG RED RETROSPOT,7,2024-04-26 14:47:00,1.95,12011.0,United Kingdom
536498,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2024-04-26 14:47:00,4.95,12011.0,United Kingdom
536499,22423,REGENCY CAKESTAND 3 TIER,4,2024-01-11 16:20:00,12.75,12068.0,United Kingdom
536500,22720,SET OF 3 CAKE TINS PANTRY DESIGN,7,2024-09-21 18:42:00,4.95,12052.0,United Kingdom
536500,71053,WHITE METAL LANTERN,17,2024-09-21 18:42:00,3.39,12052.0,United Kingdom
536500,84406B,CREAM CUPID HEARTS COAT HANGER,12,2024-09-21 18:42:00,2.75,12052.0,United Kingdom
536500,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2024-09-21 18:42:00,3.39,12052.0,United Kingdom
536501,23298,SPOTTY BUNTING,10,2024-02-22 16:41:00,4.95,12062.0,United Kingdom
536502,22632,HAND WARMER RED POLKA DOT,19,2024-12-27 11:00:00,1.85,12009.0,Spain
536503,71053,WHITE METAL LANTERN,17,2024-08-01 12:07:00,3.39,12046.0,United Kingdom
536503,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2024-08-01 12:07:00,4.25,12046.0,United Kingdom
536503,84406B,CREAM CUPID HEARTS COAT HANGER,12,2024-08-01 12:07:00,2.75,12046.0,United Kingdom
536503,84406B,CREAM CUPID HEARTS COAT HANGER,6,2024-08-01 12:07:00,2.75,12046.0,United Kingdom
536503,22423,REGENCY CAKESTAND 3 TIER,1,2024-08-01 12:07:00,12.75,12046.0,United Kingdom
536504,47566,PARTY BUNTING,16,2024-08-05 09:17:00,4.65,12035.0,United Kingdom
536504,84406B,CREAM CUPID HEARTS COAT HANGER,1,2024-08-05 09:17:00,2.75,12035.0,United Kingdom
536504,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2024-08-05 09:17:00,2.95,12035.0,United Kingdom
536504,84406B,CREAM CUPID HEARTS COAT HANGER,5,2024-08-05 09:17:00,2.75,12035.0,United Kingdom
536505,84406B,CREAM CUPID HEARTS COAT HANGER,11,2024-11-14 18:15:00,2.75,12067.0,United Kingdom
536505,22633,HAND WARMER UNION JACK,8,2024-11-14 18:15:00,1.85,12067.0,United Kingdom
536505,23298,SPOTTY BUNTING,13,2024-11-14 18:15:00,4.95,12067.0,United Kingdom
536505,22633,HAND WARMER UNION JACK,14,2024-11-14 18:15:00,1.85,12067.0,United Kingdom
536506,84406B,CREAM CUPID HEARTS COAT HANGER,8,2024-07-25 11:45:00,2.75,12061.0,France
536506,23203,JUMBO BAG DOILEY PATTERNS,10,2024-07-25 11:45:00,1.95,12061.0,France
536506,47566,PARTY BUNTING,1,2024-07-25 11:45:00,4.65,12061.0,France
536506,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2024-07-25 11:45:00,2.95,12061.0,France
536506,22752,SET 7 BABUSHKA NESTING BOXES,10,2024-07-25 11:45:00,7.65,12061.0,France
536507,85099B,JUMBO BAG RED RETROSPOT,8,2024-05-28 19:05:00,1.95,12034.0,Germany
536507,84406B,CREAM CUPID HEARTS COAT HANGER,13,2024-05-28 19:05:00,2.75,12034.0,Germany
536507,22633,HAND WARMER UNION JACK,3,2024-05-28 19:05:00,1.85,12034.0,Germany
536507,22752,SET 7 BABUSHKA NESTING BOXES,19,2024-05-28 19:05:00,7.65,12034.0,Germany
536507,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2024-05-28 19:05:00,3.39,12034.0,Germany
536508,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2024-03-13 19:51:00,3.39,12054.0,Spain
536508,22752,SET 7 BABUSHKA NESTING BOXES,9,2024-03-13 19:51:00,7.65,12054.0,Spain
536508,23203,JUMBO BAG DOILEY PATTERNS,14,2024-03-13 19:51:00,1.95,12054.0,Spain
536508,85099B,JUMBO BAG RED RETROSPOT,17,2024-03-13 19:51:00,1.95,12054.0,Spain
536508,85099B,JUMBO BAG RED RETROSPOT,8,2024-03-13 19:51:00,1.95,12054.0,Spain
536509,22632,HAND WARMER RED POLKA DOT,15,2024-07-07 09:44:00,1.85,12033.0,United Kingdom
536509,47566,PARTY BUNTING,11,2024-07-07 09:44:00,4.65,12033.0,United Kingdom
536509,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2024-07-07 09:44:00,4.25,12033.0,United Kingdom
536509,23298,SPOTTY BUNTING,18,2024-07-07 09:44:00,4.95,12033.0,United Kingdom
536510,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2024-11-11 18:47:00,2.95,12055.0,United Kingdom
536511,47566,PARTY BUNTING,8,2024-09-28 13:01:00,4.65,12034.0,United Kingdom
536511,22720,SET OF 3 CAKE TINS PANTRY DESIGN,14,2024-09-28 13:01:00,4.95,12034.0,United Kingdom
536511,23203,JUMBO BAG DOILEY PATTERNS,17,2024-09-28 13:01:00,1.95,12034.0,United Kingdom
536511,85099B,JUMBO BAG RED RETROSPOT,8,2024-09-28 13:01:00,1.95,12034.0,United Kingdom
536511,85099B,JUMBO BAG RED RETROSPOT,7,2024-09-28 13:01:00,1.95,12034.0,United Kingdom
536512,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2024-08-10 14:34:00,2.95,12027.0,United Kingdom
536512,22632,HAND WARMER RED POLKA DOT,18,2024-08-10 14:34:00,1.85,12027.0,United Kingdom
536512,22633,HAND WARMER UNION JACK,9,2024-08-10 14:34:00,1.85,12027.0,United Kingdom
536513,23298,SPOTTY BUNTING,3,2024-03-12 12:22:00,4.95,12005.0,United Kingdom
536513,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2024-03-12 12:22:00,3.39,12005.0,United Kingdom
536514,22423,REGENCY CAKESTAND 3 TIER,5,2024-09-06 08:20:00,12.75,12024.0,United Kingdom
536514,84406B,CREAM CUPID HEARTS COAT HANGER,2,2024-09-06 08:20:00,2.75,12024.0,United Kingdom
536514,22633,HAND WARMER UNION JACK,15,2024-09-06 08:20:00,1.85,12024.0,United Kingdom
536514,22632,HAND WARMER RED POLKA DOT,17,2024-09-06 08:20:00,1.85,12024.0,United Kingdom
536514,22752,SET 7 BABUSHKA NESTING BOXES,6,2024-09-06 08:20:00,7.65,12024.0,United Kingdom
536515,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2024-03-14 19:11:00,2.95,12038.0,United Kingdom
536515,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2024-03-14 19:11:00,4.25,12038.0,United Kingdom
536515,71053,WHITE METAL LANTERN,1,2024-03-14 19:11:00,3.39,12038.0,United Kingdom
536516,22423,REGENCY CAKESTAND 3 TIER,10,2024-06-24 09:57:00,12.75,12000.0,United Kingdom
536516,23203,JUMBO BAG DOILEY PATTERNS,3,2024-06-24 09:57:00,1.95,12000.0,United Kingdom
536516,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2024-06-24 09:57:00,3.39,12000.0,United Kingdom
536516,84406B,CREAM CUPID HEARTS COAT HANGER,6,2024-06-24 09:57:00,2.75,12000.0,United Kingdom
536517,71053,WHITE METAL LANTERN,19,2024-10-06 11:52:00,3.39,12025.0,Germany
536517,85099B,JUMBO BAG RED RETROSPOT,19,2024-10-06 11:52:00,1.95,12025.0,Germany
536517,22752,SET 7 BABUSHKA NESTING BOXES,19,2024-10-06 11:52:00,7.65,12025.0,Germany
536517,22632,HAND WARMER RED POLKA DOT,2,2024-10-06 11:52:00,1.85,12025.0,Germany
536517,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2024-10-06 11:52:00,4.25,12025.0,Germany
536518,22720,SET OF 3 CAKE TINS PANTRY DESIGN,17,2024-04-21 10:33:00,4.95,12075.0,United Kingdom
536519,71053,WHITE METAL LANTERN,5,2024-08-13 12:32:00,3.39,12059.0,United Kingdom
536520,22633,HAND WARMER UNION JACK,14,2024-02-28 09:51:00,1.85,12036.0,United Kingdom
536520,23298,SPOTTY BUNTING,6,2024-02-28 09:51:00,4.95,12036.0,United Kingdom
536520,22720,SET OF 3 CAKE TINS PANTRY DESIGN,8,2024-02-28 09:51:00,4.95,12036.0,United Kingdom
536521,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2024-05-27 09:45:00,2.95,12066.0,United Kingdom
536521,85099B,JUMBO BAG RED RETROSPOT,18,2024-05-27 09:45:00,1.95,12066.0,United Kingdom
536521,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2024-05-27 09:45:00,4.25,12066.0,United Kingdom
536521,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2024-05-27 09:45:00,3.39,12066.0,United Kingdom
536522,85099B,JUMBO BAG RED RETROSPOT,4,2024-02-06 12:15:00,1.95,12058.0,United Kingdom
536522,85099B,JUMBO BAG RED RETROSPOT,8,2024-02-06 12:15:00,1.95,12058.0,United Kingdom
536522,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2024-02-06 12:15:00,2.95,12058.0,United Kingdom
536522,84406B,CREAM CUPID HEARTS COAT HANGER,5,2024-02-06 12:15:00,2.75,12058.0,United Kingdom
536522,23203,JUMBO BAG DOILEY PATTERNS,14,2024-02-06 12:15:00,1.95,12058.0,United Kingdom
536523,22632,HAND WARMER RED POLKA DOT,11,2024-11-06 14:52:00,1.85,12010.0,France
536523,22423,REGENCY CAKESTAND 3 TIER,5,2024-11-06 14:52:00,12.75,12010.0,France
536524,71053,WHITE METAL LANTERN,17,2024-03-30 11:09:00,3.39,12026.0,United Kingdom
536524,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2024-03-30 11:09:00,2.95,12026.0,United Kingdom
536524,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2024-03-30 11:09:00,3.39,12026.0,United Kingdom
536524,84029E,RED WOOLLY HOTTIE WHITE HEART,10,2024-03-30 11:09:00,3.39,12026.0,United Kingdom
536524,21730,GLASS STAR FROSTED T-LIGHT HOLDER,11,2024-03-30 11:09:00,4.25,12026.0,United Kingdom
536525,22752,SET 7 BABUSHKA NESTING BOXES,3,2024-07-14 17:26:00,7.65,12031.0,United Kingdom
536526,84406B,CREAM CUPID HEARTS COAT HANGER,4,2024-12-13 09:28:00,2.75,12014.0,EIRE
536526,22752,SET 7 BABUSHKA NESTING BOXES,11,2024-12-13 09:28:00,7.65,12014.0,EIRE
536526,47566,PARTY BUNTING,4,2024-12-13 09:28:00,4.65,12014.0,EIRE
536526,84406B,CREAM CUPID HEARTS COAT HANGER,5,2024-12-13 09:28:00,2.75,12014.0,EIRE
536526,23203,JUMBO BAG DOILEY PATTERNS,1,2024-12-13 09:28:00,1.95,12014.0,EIRE
536527,23203,JUMBO BAG DOILEY PATTERNS,12,2024-02-13 09:55:00,1.95,12030.0,United Kingdom
536527,71053,WHITE METAL LANTERN,9,2024-02-13 09:55:00,3.39,12030.0,United Kingdom
536528,22720,SET OF 3 CAKE TINS PANTRY DESIGN,19,2024-05-26 14:31:00,4.95,12077.0,United Kingdom
536529,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2024-10-25 17:44:00,4.95,12011.0,United Kingdom
536529,22720,SET OF 3 CAKE TINS PANTRY DESIGN,18,2024-10-25 17:44:00,4.95,12011.0,United Kingdom
536529,22423,REGENCY CAKESTAND 3 TIER,7,2024-10-25 17:44:00,12.75,12011.0,United Kingdom
536530,85099B,JUMBO BAG RED RETROSPOT,12,2024-01-19 19:20:00,1.95,12044.0,United Kingdom
536530,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2024-01-19 19:20:00,2.95,12044.0,United Kingdom
536530,85099B,JUMBO BAG RED RETROSPOT,16,2024-01-19 19:20:00,1.95,12044.0,United Kingdom
536530,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,2024-01-19 19:20:00,4.95,12044.0,United Kingdom
536531,23298,SPOTTY BUNTING,1,2024-12-03 14:26:00,4.95,12016.0,United Kingdom
536531,22632,HAND WARMER RED POLKA DOT,19,2024-12-03 14:26:00,1.85,12016.0,United Kingdom
536531,84029E,RED WOOLLY HOTTIE WHITE HEART,6,2024-12-03 14:26:00,3.39,12016.0,United Kingdom
536531,23203,JUMBO BAG DOILEY PATTERNS,2,2024-12-03 14:26:00,1.95,12016.0,United Kingdom
536532,23298,SPOTTY BUNTING,13,2024-06-16 17:07:00,4.95,12031.0,United Kingdom
